,person.type,person.value,personLabel.xml:lang,personLabel.type,personLabel.value,conditions.type,conditions.value,causedeath.type,causedeath.value
3254,uri,http://www.wikidata.org/entity/Q6193055,en,literal,Jill Singer,literal,AL amyloidosis,literal,AL amyloidosis
3255,uri,http://www.wikidata.org/entity/Q625794,en,literal,John Money,literal,Parkinson's disease,literal,Parkinson's disease
3256,uri,http://www.wikidata.org/entity/Q633222,en,literal,Kenneth More,literal,Parkinson's disease,literal,Parkinson's disease
3257,uri,http://www.wikidata.org/entity/Q96464304,en,literal,Ruth Rosenstock,literal,COVID-19,literal,COVID-19
3258,uri,http://www.wikidata.org/entity/Q96464305,en,literal,Irene Loretta Cassady,literal,COVID-19,literal,COVID-19
3259,uri,http://www.wikidata.org/entity/Q96464310,en,literal,Ramona Thomas,literal,COVID-19,literal,COVID-19
3260,uri,http://www.wikidata.org/entity/Q96464311,en,literal,Peggy Crane,literal,COVID-19,literal,COVID-19
3261,uri,http://www.wikidata.org/entity/Q96464308,en,literal,Paddy McNichol,literal,COVID-19,literal,COVID-19
3262,uri,http://www.wikidata.org/entity/Q96464309,en,literal,Karen Kelly,literal,COVID-19,literal,COVID-19
3263,uri,http://www.wikidata.org/entity/Q96464314,en,literal,Walter Bohn Sr.,literal,COVID-19,literal,COVID-19
3264,uri,http://www.wikidata.org/entity/Q96464315,en,literal,Vito A. Cosmo Jr.,literal,COVID-19,literal,COVID-19
3265,uri,http://www.wikidata.org/entity/Q96464312,en,literal,Sarah Nader,literal,COVID-19,literal,COVID-19
3266,uri,http://www.wikidata.org/entity/Q96464313,en,literal,Rochelle King,literal,COVID-19,literal,COVID-19
3267,uri,http://www.wikidata.org/entity/Q96464318,en,literal,Avraham MacConnell,literal,COVID-19,literal,COVID-19
3268,uri,http://www.wikidata.org/entity/Q96464319,en,literal,Craig TenBroeck,literal,COVID-19,literal,COVID-19
3269,uri,http://www.wikidata.org/entity/Q96464316,en,literal,John F. Murray,literal,COVID-19,literal,COVID-19
3270,uri,http://www.wikidata.org/entity/Q96464322,en,literal,Helen B. Days,literal,COVID-19,literal,COVID-19
3271,uri,http://www.wikidata.org/entity/Q96464323,en,literal,Ronald Jamison,literal,COVID-19,literal,COVID-19
3272,uri,http://www.wikidata.org/entity/Q96464320,en,literal,Luka A. Marano Sr.,literal,COVID-19,literal,COVID-19
3273,uri,http://www.wikidata.org/entity/Q96464321,en,literal,Richard Cramer,literal,COVID-19,literal,COVID-19
3274,uri,http://www.wikidata.org/entity/Q96464326,en,literal,Robert Doubet,literal,COVID-19,literal,COVID-19
3275,uri,http://www.wikidata.org/entity/Q96464327,en,literal,Francis Dufner,literal,COVID-19,literal,COVID-19
3276,uri,http://www.wikidata.org/entity/Q96464324,en,literal,William Collins,literal,COVID-19,literal,COVID-19
3277,uri,http://www.wikidata.org/entity/Q96464325,en,literal,Kevin Bundy Jr.,literal,COVID-19,literal,COVID-19
3278,uri,http://www.wikidata.org/entity/Q96464330,en,literal,Hal Stein,literal,COVID-19,literal,COVID-19
3279,uri,http://www.wikidata.org/entity/Q96464331,en,literal,L. Theodore Lawrence Jr.,literal,COVID-19,literal,COVID-19
3280,uri,http://www.wikidata.org/entity/Q96464328,en,literal,Joseph W. Murray,literal,COVID-19,literal,COVID-19
3281,uri,http://www.wikidata.org/entity/Q96464329,en,literal,Barry Gelman,literal,COVID-19,literal,COVID-19
3282,uri,http://www.wikidata.org/entity/Q96464334,en,literal,Charles Johnson,literal,COVID-19,literal,COVID-19
3283,uri,http://www.wikidata.org/entity/Q96464335,en,literal,Richard Coppola,literal,COVID-19,literal,COVID-19
3284,uri,http://www.wikidata.org/entity/Q96464332,en,literal,Joseph Zingaro,literal,"COVID-19, diabetes",literal,COVID-19
3285,uri,http://www.wikidata.org/entity/Q96464333,en,literal,James Fraser,literal,COVID-19,literal,COVID-19
3286,uri,http://www.wikidata.org/entity/Q96464338,en,literal,Bernice Teller,literal,COVID-19,literal,COVID-19
3287,uri,http://www.wikidata.org/entity/Q96464339,en,literal,Michael R. Walker,literal,"COVID-19, frontotemporal dementia",literal,COVID-19
3288,uri,http://www.wikidata.org/entity/Q96464337,en,literal,Bob Griffith,literal,COVID-19,literal,COVID-19
3289,uri,http://www.wikidata.org/entity/Q96464342,en,literal,Joe Perrott,literal,COVID-19,literal,COVID-19
3290,uri,http://www.wikidata.org/entity/Q96464343,en,literal,George Schneider,literal,COVID-19,literal,COVID-19
3291,uri,http://www.wikidata.org/entity/Q96464340,en,literal,Jasper Daniels Jr.,literal,COVID-19,literal,COVID-19
3292,uri,http://www.wikidata.org/entity/Q96464341,en,literal,Dennis Small Jr.,literal,COVID-19,literal,COVID-19
3293,uri,http://www.wikidata.org/entity/Q96464346,en,literal,Mary Schneider,literal,COVID-19,literal,COVID-19
3294,uri,http://www.wikidata.org/entity/Q96464344,en,literal,Edward Horowitz,literal,COVID-19,literal,COVID-19
3295,uri,http://www.wikidata.org/entity/Q96464345,en,literal,Joe Tunney,literal,COVID-19,literal,COVID-19
3296,uri,http://www.wikidata.org/entity/Q96464430,en,literal,June McIntyre,literal,COVID-19,literal,COVID-19
3297,uri,http://www.wikidata.org/entity/Q96464431,en,literal,Lena Sims,literal,COVID-19,literal,COVID-19
3298,uri,http://www.wikidata.org/entity/Q96464435,en,literal,Richard Aronson,literal,COVID-19,literal,COVID-19
3299,uri,http://www.wikidata.org/entity/Q96464432,en,literal,Eric M. Gore,literal,COVID-19,literal,COVID-19
3300,uri,http://www.wikidata.org/entity/Q96464433,en,literal,Brian Holcomb,literal,COVID-19,literal,COVID-19
3301,uri,http://www.wikidata.org/entity/Q96464436,en,literal,Mike Forrest,literal,"COVID-19, Parkinson's disease",literal,COVID-19
3302,uri,http://www.wikidata.org/entity/Q96464437,en,literal,Theodore Nixon,literal,COVID-19,literal,COVID-19
3303,uri,http://www.wikidata.org/entity/Q96464510,en,literal,Eileen Atkins,literal,"COVID-19, dementia",literal,COVID-19
3304,uri,http://www.wikidata.org/entity/Q96470807,en,literal,Lynika Strozier,literal,COVID-19,literal,COVID-19
3305,uri,http://www.wikidata.org/entity/Q96473280,en,literal,Mary Wilson,literal,COVID-19,literal,COVID-19
3306,uri,http://www.wikidata.org/entity/Q97015683,en,literal,Julio Jimenez Llanque,literal,COVID-19,literal,COVID-19
3307,uri,http://www.wikidata.org/entity/Q97045148,en,literal,Charles Johnson,literal,"COVID-19, chronic obstructive pulmonary disease",literal,COVID-19
3308,uri,http://www.wikidata.org/entity/Q97345163,en,literal,Jose Alfredo Moron,literal,COVID-19,literal,COVID-19
3309,uri,http://www.wikidata.org/entity/Q97345166,en,literal,Nellie B. Stokes,literal,COVID-19,literal,COVID-19
3310,uri,http://www.wikidata.org/entity/Q97345167,en,literal,L. B. Perry,literal,COVID-19,literal,COVID-19
3311,uri,http://www.wikidata.org/entity/Q97345165,en,literal,Michael Aubrey Wiskur,literal,COVID-19,literal,COVID-19
3312,uri,http://www.wikidata.org/entity/Q97345170,en,literal,Johnnie D. Veasley,literal,COVID-19,literal,COVID-19
3313,uri,http://www.wikidata.org/entity/Q97345168,en,literal,David Buffington Wham,literal,COVID-19,literal,COVID-19
3314,uri,http://www.wikidata.org/entity/Q97345169,en,literal,Gloria Cervantes Zamudio,literal,COVID-19,literal,COVID-19
3315,uri,http://www.wikidata.org/entity/Q97345174,en,literal,Lisette Kohn Gale,literal,COVID-19,literal,COVID-19
3316,uri,http://www.wikidata.org/entity/Q97345175,en,literal,Christopher L. Hammond,literal,COVID-19,literal,COVID-19
3317,uri,http://www.wikidata.org/entity/Q97345172,en,literal,Walter J. Blase,literal,COVID-19,literal,COVID-19
3318,uri,http://www.wikidata.org/entity/Q97345178,en,literal,Diana T. Jun,literal,COVID-19,literal,COVID-19
3319,uri,http://www.wikidata.org/entity/Q97345179,en,literal,Gregori V. Armstrong,literal,COVID-19,literal,COVID-19
3320,uri,http://www.wikidata.org/entity/Q97345176,en,literal,Mohammad Riad Hussain Ismat,literal,COVID-19,literal,COVID-19
3321,uri,http://www.wikidata.org/entity/Q97345177,en,literal,Maria Rita Ripa,literal,COVID-19,literal,COVID-19
3322,uri,http://www.wikidata.org/entity/Q97345182,en,literal,Ramiro Barcena,literal,COVID-19,literal,COVID-19
3323,uri,http://www.wikidata.org/entity/Q97345183,en,literal,Diane Ramonas,literal,COVID-19,literal,COVID-19
3324,uri,http://www.wikidata.org/entity/Q97345180,en,literal,Kai Wong Sam,literal,COVID-19,literal,COVID-19
3325,uri,http://www.wikidata.org/entity/Q97345181,en,literal,Saul Ben-Zeev,literal,COVID-19,literal,COVID-19
3326,uri,http://www.wikidata.org/entity/Q97345186,en,literal,Gerald Boerman,literal,COVID-19,literal,COVID-19
3327,uri,http://www.wikidata.org/entity/Q97345187,en,literal,Bridget Bahal,literal,COVID-19,literal,COVID-19
3328,uri,http://www.wikidata.org/entity/Q97345184,en,literal,Dalis Ramonas,literal,COVID-19,literal,COVID-19
3329,uri,http://www.wikidata.org/entity/Q97345190,en,literal,Julie Maldonado,literal,COVID-19,literal,COVID-19
3330,uri,http://www.wikidata.org/entity/Q97345191,en,literal,Raymond Niwa,literal,COVID-19,literal,COVID-19
3331,uri,http://www.wikidata.org/entity/Q97345188,en,literal,Patricia Ciametti,literal,COVID-19,literal,COVID-19
3332,uri,http://www.wikidata.org/entity/Q97345189,en,literal,Simon Zamudio,literal,COVID-19,literal,COVID-19
3333,uri,http://www.wikidata.org/entity/Q97345194,en,literal,Nicolasa Estrada,literal,COVID-19,literal,COVID-19
3334,uri,http://www.wikidata.org/entity/Q97345195,en,literal,Phillip Cooper,literal,COVID-19,literal,COVID-19
3335,uri,http://www.wikidata.org/entity/Q97345192,en,literal,Gabrail Ismayl,literal,COVID-19,literal,COVID-19
3336,uri,http://www.wikidata.org/entity/Q97345198,en,literal,Edward Singleton,literal,COVID-19,literal,COVID-19
3337,uri,http://www.wikidata.org/entity/Q97345199,en,literal,Albert Stokes,literal,COVID-19,literal,COVID-19
3338,uri,http://www.wikidata.org/entity/Q97345196,en,literal,Carol DeWitt,literal,COVID-19,literal,COVID-19
3339,uri,http://www.wikidata.org/entity/Q97345202,en,literal,Willie Hall,literal,COVID-19,literal,COVID-19
3340,uri,http://www.wikidata.org/entity/Q97345200,en,literal,Robert Brieske,literal,COVID-19,literal,COVID-19
3341,uri,http://www.wikidata.org/entity/Q6007229,en,literal,Mauro Viale,literal,COVID-19,literal,COVID-19
3342,uri,http://www.wikidata.org/entity/Q6089269,en,literal,Aytaç Yalman,literal,COVID-19,literal,COVID-19
3343,uri,http://www.wikidata.org/entity/Q6120996,en,literal,Santiago Manuin Valera,literal,"COVID-19, ballistic trauma",literal,COVID-19
3344,uri,http://www.wikidata.org/entity/Q6166387,en,literal,Jay Benedict,literal,COVID-19,literal,COVID-19
3345,uri,http://www.wikidata.org/entity/Q33760,en,literal,Bertrand Russell,literal,influenza,literal,influenza
3346,uri,http://www.wikidata.org/entity/Q9960,en,literal,Ronald Reagan,literal,Alzheimer's disease,literal,"Alzheimer's disease, pneumonia"
3347,uri,http://www.wikidata.org/entity/Q29021,en,literal,Mauno Koivisto,literal,Alzheimer's disease,literal,Alzheimer's disease
3348,uri,http://www.wikidata.org/entity/Q36105,en,literal,Charles Bronson,literal,Alzheimer's disease,literal,"Alzheimer's disease, pneumonia"
3349,uri,http://www.wikidata.org/entity/Q42745,en,literal,Rita Hayworth,literal,Alzheimer's disease,literal,Alzheimer's disease
3350,uri,http://www.wikidata.org/entity/Q43744,en,literal,Gerd Müller,literal,Alzheimer's disease,literal,Alzheimer's disease
3351,uri,http://www.wikidata.org/entity/Q46248,en,literal,Terry Pratchett,literal,Alzheimer's disease,literal,"Alzheimer's disease, Posterior cortical atrophy"
3352,uri,http://www.wikidata.org/entity/Q2578864,en,literal,William Francis Murray,literal,1918-1920 flu pandemic,literal,"influenza, pneumonia, 1918-1920 flu pandemic"
3353,uri,http://www.wikidata.org/entity/Q2579717,en,literal,Leefe Robinson,literal,1918-1920 flu pandemic,literal,"influenza, 1918-1920 flu pandemic"
3354,uri,http://www.wikidata.org/entity/Q2580951,en,literal,William Walker,literal,1918-1920 flu pandemic,literal,"influenza, 1918-1920 flu pandemic"
3355,uri,http://www.wikidata.org/entity/Q2634604,en,literal,George Francis Atkinson,literal,1918-1920 flu pandemic,literal,"influenza, 1918-1920 flu pandemic"
3356,uri,http://www.wikidata.org/entity/Q2642653,en,literal,Alexander McNair,literal,influenza,literal,influenza
3357,uri,http://www.wikidata.org/entity/Q2664799,en,literal,Michael J. McGivney,literal,tuberculosis,literal,influenza
3358,uri,http://www.wikidata.org/entity/Q2835105,en,literal,Alfred Edwards,literal,influenza,literal,influenza
3359,uri,http://www.wikidata.org/entity/Q36322,en,literal,Jane Austen,literal,tuberculosis,literal,Addison's disease
3360,uri,http://www.wikidata.org/entity/Q36591,en,literal,Vladimir Nabokov,literal,synesthesia,literal,disease
3361,uri,http://www.wikidata.org/entity/Q38203,en,literal,Helen Keller,literal,deafblindness,literal,disease
3362,uri,http://www.wikidata.org/entity/Q13005,en,literal,Ba Jin,literal,Parkinson's disease,literal,Parkinson's disease
3363,uri,http://www.wikidata.org/entity/Q16977,en,literal,Deng Xiaoping,literal,Parkinson's disease,literal,Parkinson's disease
3364,uri,http://www.wikidata.org/entity/Q23505,en,literal,George H. W. Bush,literal,"syncope, vomiting, Parkinson's disease",literal,Parkinson's disease
3365,uri,http://www.wikidata.org/entity/Q2558317,en,literal,Bob Wilkins,literal,Alzheimer's disease,literal,Alzheimer's disease
3366,uri,http://www.wikidata.org/entity/Q2580096,en,literal,William N. Oatis,literal,Alzheimer's disease,literal,Alzheimer's disease
3367,uri,http://www.wikidata.org/entity/Q2608520,en,literal,Jimmy Hill,literal,Alzheimer's disease,literal,Alzheimer's disease
3368,uri,http://www.wikidata.org/entity/Q2662683,en,literal,William Asher,literal,Alzheimer's disease,literal,Alzheimer's disease
3369,uri,http://www.wikidata.org/entity/Q2708193,en,literal,Lili Damita,literal,Alzheimer's disease,literal,Alzheimer's disease
3370,uri,http://www.wikidata.org/entity/Q2787527,en,literal,George Moore,literal,Alzheimer's disease,literal,Alzheimer's disease
3371,uri,http://www.wikidata.org/entity/Q23888,en,literal,Bud Abbott,literal,epilepsy,literal,cancer
3372,uri,http://www.wikidata.org/entity/Q96755289,en,literal,Thomas Malie,literal,alcohol dependence,literal,"pneumonia, nephritis"
3373,uri,http://www.wikidata.org/entity/Q549996,en,literal,Steven Holcomb,literal,keratoconus,literal,disease
3374,uri,http://www.wikidata.org/entity/Q650573,en,literal,Ira D. Sankey,literal,blindness,literal,disease
3375,uri,http://www.wikidata.org/entity/Q9353,en,literal,John Locke,literal,asthma,literal,myocardial infarction
3376,uri,http://www.wikidata.org/entity/Q9916,en,literal,Dwight D. Eisenhower,literal,"knee injury, phaeochromocytoma, aneurysm, infection, stroke, myocardial infarction, Crohn's disease",literal,myocardial infarction
3377,uri,http://www.wikidata.org/entity/Q11672,en,literal,"Carroll A. Campbell, Jr.",literal,Alzheimer's disease,literal,myocardial infarction
3378,uri,http://www.wikidata.org/entity/Q11745,en,literal,Arfa Karim,literal,epilepsy,literal,myocardial infarction
3379,uri,http://www.wikidata.org/entity/Q42180,en,literal,Israel Kamakawiwoʻole,literal,obesity,literal,myocardial infarction
3380,uri,http://www.wikidata.org/entity/Q43720,en,literal,Pius IX,literal,epilepsy,literal,myocardial infarction
3381,uri,http://www.wikidata.org/entity/Q540192,en,literal,Virgilio Barco Vargas,literal,Alzheimer's disease,literal,cancer
3382,uri,http://www.wikidata.org/entity/Q2578807,en,literal,Bill Finnegan,literal,Parkinson's disease,literal,Parkinson's disease
3383,uri,http://www.wikidata.org/entity/Q2579783,en,literal,William Ludwig,literal,Parkinson's disease,literal,Parkinson's disease
3384,uri,http://www.wikidata.org/entity/Q2581876,en,literal,Willy Burgdorfer,literal,Parkinson's disease,literal,Parkinson's disease
3385,uri,http://www.wikidata.org/entity/Q2612400,en,literal,"Nicholas Bethell, 4th Baron Bethell",literal,Parkinson's disease,literal,Parkinson's disease
3386,uri,http://www.wikidata.org/entity/Q2639026,en,literal,Albert Whitlock,literal,Parkinson's disease,literal,Parkinson's disease
3387,uri,http://www.wikidata.org/entity/Q2680065,en,literal,Jeffrey Koo Sr.,literal,Parkinson's disease,literal,Parkinson's disease
3388,uri,http://www.wikidata.org/entity/Q2746687,en,literal,V. G. Jog,literal,Parkinson's disease,literal,Parkinson's disease
3389,uri,http://www.wikidata.org/entity/Q2779018,en,literal,Carmelo Torres,literal,Parkinson's disease,literal,Parkinson's disease
3390,uri,http://www.wikidata.org/entity/Q543739,en,literal,Moira Redmond,literal,dementia,literal,myocardial infarction
3391,uri,http://www.wikidata.org/entity/Q583654,en,literal,José Millán Astray,literal,one-eyed,literal,myocardial infarction
3392,uri,http://www.wikidata.org/entity/Q629216,en,literal,Murry Wilson,literal,one-eyed,literal,myocardial infarction
3393,uri,http://www.wikidata.org/entity/Q546756,en,literal,Avery Dulles,literal,poliomyelitis,literal,poliomyelitis
3394,uri,http://www.wikidata.org/entity/Q541661,en,literal,Dana Elcar,literal,blindness,literal,pneumonia
3395,uri,http://www.wikidata.org/entity/Q97345207,en,literal,John LaPlante,literal,COVID-19,literal,COVID-19
3396,uri,http://www.wikidata.org/entity/Q97345204,en,literal,Steve Hudson,literal,COVID-19,literal,COVID-19
3397,uri,http://www.wikidata.org/entity/Q97345205,en,literal,Mary McKeon,literal,COVID-19,literal,COVID-19
3398,uri,http://www.wikidata.org/entity/Q97345210,en,literal,Lela Reed,literal,COVID-19,literal,COVID-19
3399,uri,http://www.wikidata.org/entity/Q97345208,en,literal,Virginia Gray,literal,COVID-19,literal,COVID-19
3400,uri,http://www.wikidata.org/entity/Q97345215,en,literal,Hecky Powell,literal,COVID-19,literal,COVID-19
3401,uri,http://www.wikidata.org/entity/Q97345212,en,literal,Mary Christien,literal,COVID-19,literal,COVID-19
3402,uri,http://www.wikidata.org/entity/Q97345213,en,literal,Luigi Pierpaoli,literal,COVID-19,literal,COVID-19
